0:1:38,13.4,13.4,13.8,13.8,83,402,3426
0:2:41,13.3,13.4,13.7,13.9,83,402,3431
0:3:43,13.4,13.4,13.7,13.9,83,402,3434
0:4:46,13.4,13.3,13.7,13.7,83,402,3437
0:5:48,13.3,13.4,13.8,13.7,83,400,3439
0:6:51,13.3,13.4,13.7,13.8,83,402,3442
0:7:54,13.5,13.3,13.7,13.7,83,400,3431
0:8:56,13.3,13.3,13.7,13.8,83,400,3426
0:9:59,13.3,13.4,13.7,13.7,83,400,3456
0:11:2,13.3,13.4,13.7,13.7,83,400,3437
0:12:4,13.3,13.3,13.7,13.8,83,400,3431
0:13:7,13.3,13.3,13.7,13.7,83,400,3431
0:14:9,13.4,13.3,13.7,13.7,83,400,3431
0:15:12,13.3,13.2,13.7,13.7,83,400,3434
0:16:15,13.3,13.3,13.7,13.6,83,400,3423
0:17:17,13.3,13.3,13.6,13.7,83,400,3423
0:18:20,13.3,13.3,13.7,13.7,83,400,3442
0:19:23,13.4,13.3,13.7,13.6,83,400,3423
0:20:25,13.3,13.3,13.7,13.6,83,400,3428
0:21:28,13.2,13.2,13.6,13.6,83,400,3445
0:22:31,13.2,13.2,13.7,13.6,83,400,3437
0:23:33,13.3,13.3,13.6,13.7,83,400,3442
0:24:36,13.3,13.3,13.6,13.6,83,400,3420
0:25:39,13.3,13.1,13.7,13.6,83,400,3415
0:26:41,13.2,13.2,13.7,13.7,83,405,3431
0:27:44,13.3,13.4,13.7,13.7,83,400,3434
0:28:46,13.2,13.3,13.7,13.7,83,400,3434
0:29:49,13.2,13.2,13.7,13.6,83,400,3442
0:30:52,13.2,13.3,13.6,13.7,84,400,3439
0:31:54,13.2,13.3,13.5,13.6,83,400,3428
0:32:57,13.3,13.2,13.6,13.7,83,400,3423
0:34:0,13.2,13.3,13.7,13.6,84,400,3434
0:35:2,13.3,13.2,13.6,13.5,84,400,3434
0:36:5,13.2,13.3,13.7,13.7,84,400,3434
0:37:8,13.3,13.3,13.6,13.6,84,400,3450
0:38:10,13.2,13.2,13.6,13.7,84,400,3442
0:39:13,13.2,13.2,13.7,13.6,84,400,3434
0:40:15,13.2,13.2,13.6,13.6,84,405,3426
0:42:17,13.2,13.2,13.7,13.5,84,0,3431
0:43:19,13.2,13.3,13.7,13.5,84,0,3437
0:44:22,13.1,13.3,13.7,13.5,84,0,3420
0:45:25,13.3,13.3,13.6,13.7,84,400,3423
0:46:27,13.3,13.3,13.7,13.7,84,400,3434
0:47:30,13.3,13.3,13.6,13.7,84,400,3431
0:48:33,13.3,13.3,13.6,13.6,84,400,3437
0:49:35,13.3,13.1,13.8,13.7,84,400,3423
0:50:38,13.2,13.2,13.7,13.7,84,400,3426
0:51:41,13.1,13.1,13.7,13.7,84,400,3439
0:52:43,13.1,13.2,13.7,13.7,84,400,3417
0:53:46,13.2,13.3,13.7,13.7,84,400,3434
0:54:48,13.3,13.3,13.7,13.7,84,400,3431
0:55:51,13.1,13.1,13.8,13.6,84,400,3426
0:56:54,13.2,13.3,13.7,13.8,84,400,3428
0:57:56,13.1,13.2,13.7,13.7,84,400,3428
0:58:59,13.2,13.2,13.7,13.7,84,400,3428
1:0:2,13.2,13.2,13.7,13.8,84,407,3431
