16:37:54,-0.29,0.36,-0.88
16:37:54,-0.30,0.36,-0.89
16:37:54,-0.29,0.36,-0.89
16:37:54,-0.30,0.35,-0.89
16:37:54,-0.29,0.36,-0.88
16:37:54,-0.29,0.35,-0.88
16:37:59,-0.65,0.11,-0.74
16:37:59,-0.65,0.10,-0.76
16:37:59,-0.65,0.11,-0.75
16:37:59,-0.64,0.10,-0.77
16:37:59,-0.65,0.11,-0.74
16:38:0,-0.65,0.11,-0.75
16:38:0,-0.66,0.11,-0.74
16:38:0,-0.65,0.10,-0.76
16:38:0,-0.66,0.11,-0.76
16:38:0,-0.66,0.10,-0.75
16:38:0,-0.66,0.11,-0.75
16:38:0,-0.66,0.10,-0.75
16:38:0,-0.65,0.11,-0.75
16:38:0,-0.66,0.10,-0.75
16:38:0,-0.65,0.11,-0.76
16:38:1,-0.66,0.10,-0.75
16:38:1,-0.66,0.13,-0.76
16:38:1,-0.65,0.10,-0.76
16:38:1,-0.67,0.11,-0.74
16:38:35,-0.92,-0.19,-0.32
16:38:35,-0.92,-0.20,-0.33
16:38:35,-0.97,-0.16,-0.32
16:38:35,-0.92,-0.11,-0.34
16:38:35,-0.92,-0.13,-0.35
16:38:36,-0.94,-0.15,-0.34
16:38:36,-0.95,-0.17,-0.28
16:38:36,-0.94,-0.10,-0.30
16:38:36,-0.92,-0.16,-0.35
16:38:36,-0.91,-0.17,-0.35
16:38:36,-0.92,-0.15,-0.32
16:38:36,-0.93,-0.14,-0.35
16:38:36,-0.93,-0.14,-0.32
16:38:36,-0.92,-0.14,-0.33
16:38:36,-0.95,-0.14,-0.36
16:38:37,-0.93,-0.17,-0.34
16:38:37,-0.92,-0.14,-0.35
16:38:37,-0.92,-0.15,-0.34
16:38:37,-0.93,-0.19,-0.36
